"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"0500000US10005","Sussex County, Delaware","247527","null","*****","*****","185842","null","1897","null","26461","null","1596","null","872","454","null","null","3387","null","521","null","180","null","280","null","11192","2289","null","null","19593","3221","null","null","12280","2750","null","null","7313","null","1747","null",
"0500000US11001","District of Columbia, District of Columbia","670050","null","*****","*****","253842","null","2571","null","289302","null","3578","null","1281","602","null","null","27692","null","1388","null","153","null","192","null","33160","5008","null","null","64620","5318","null","null","32998","4222","null","null","31622","null","4024","null",
"0500000US12001","Alachua County, Florida","279238","null","*****","*****","173136","null","2293","null","54096","null","2280","null","379","247","null","null","16565","null","1325","null","122","null","217","null","7218","2309","null","null","27722","3222","null","null","17445","2465","null","null","10277","null","2753","null",
"0500000US12005","Bay County, Florida","179168","null","*****","*****","136910","null","1847","null","17978","null","1447","null","2091","1264","null","null","3999","null","869","null","552","null","600","null","3332","1366","null","null","14306","2569","null","null","6717","2223","null","null","7589","null","1600","null",
"0500000US12009","Brevard County, Florida","616628","null","*****","*****","449461","null","5103","null","60091","null","4171","null","1458","1054","null","null","14800","null","1982","null","228","null","130","null","27828","5897","null","null","62762","7937","null","null","36404","6498","null","null","26358","null","5347","null",
"0500000US12011","Broward County, Florida","1930983","null","*****","*****","763913","null","14061","null","548131","null","7831","null","4092","1231","null","null","69798","null","2573","null","1121","null","623","null","106585","10532","null","null","437343","17098","null","null","361281","15683","null","null","76062","null","8284","null",
"0500000US12015","Charlotte County, Florida","194843","null","*****","*****","162886","null","2259","null","10605","null","1249","null","472","355","null","null","2546","null","519","null","123","null","219","null","5563","2151","null","null","12648","2509","null","null","8622","2179","null","null","4026","null","1322","null",
"0500000US12017","Citrus County, Florida","158083","null","*****","*****","140970","null","1901","null","3088","null","871","null","437","434","null","null","2716","null","595","null","0","null","242","null","1675","981","null","null","9197","2369","null","null","5225","1758","null","null","3972","null","1197","null",
"0500000US12019","Clay County, Florida","222361","null","*****","*****","154339","null","4630","null","19687","null","2885","null","441","614","null","null","8434","null","614","null","0","null","242","null","11889","4800","null","null","27571","4827","null","null","13633","3744","null","null","13938","null","3033","null",
"0500000US12021","Collier County, Florida","385980","null","*****","*****","247938","null","5147","null","24956","null","1422","null","734","698","null","null","5936","null","789","null","450","null","607","null","26299","5906","null","null","79667","7591","null","null","71521","7711","null","null","8146","null","3016","null",
"0500000US12023","Columbia County, Florida","70385","null","*****","*****","48998","null","1356","null","9016","null","1627","null","374","505","null","null","478","null","384","null","77","null","132","null","3410","1619","null","null","8032","1997","null","null","2534","1098","null","null","5498","null","1634","null",
"0500000US12031","Duval County, Florida","999935","null","*****","*****","515207","null","6250","null","287587","null","5903","null","2753","1737","null","null","48347","null","3350","null","544","null","465","null","41044","7168","null","null","104453","9477","null","null","60065","7047","null","null","44388","null","6576","null",
"0500000US12033","Escambia County, Florida","322390","null","*****","*****","206422","null","2769","null","67487","null","3308","null","471","333","null","null","10125","null","1493","null","104","null","154","null","6508","2040","null","null","31273","4293","null","null","10776","2314","null","null","20497","null","3864","null",
"0500000US12035","Flagler County, Florida","120932","null","*****","*****","91255","null","1906","null","11430","null","1144","null","107","179","null","null","2469","null","986","null","0","null","242","null","5327","2270","null","null","10344","2419","null","null","6889","1918","null","null","3455","null","1376","null",
"0500000US12053","Hernando County, Florida","200638","null","*****","*****","149813","null","3041","null","9982","null","1621","null","730","372","null","null","2578","null","642","null","0","null","242","null","13669","3632","null","null","23866","3480","null","null","18774","3449","null","null","5092","null","2009","null",
"0500000US12055","Highlands County, Florida","103296","null","*****","*****","71852","null","2532","null","7996","null","1242","null","1570","2053","null","null","1692","null","147","null","83","null","113","null","7042","2383","null","null","13061","2624","null","null","8545","2319","null","null","4516","null","1260","null",
"0500000US12057","Hillsborough County, Florida","1478194","null","*****","*****","748630","null","8744","null","238066","null","6729","null","5849","2449","null","null","63341","null","3021","null","1285","null","327","null","129133","10682","null","null","291890","14309","null","null","230486","12220","null","null","61404","null","7289","null",
"0500000US12061","Indian River County, Florida","163662","null","*****","*****","121770","null","2090","null","13435","null","1597","null","238","334","null","null","2678","null","439","null","0","null","242","null","7675","3460","null","null","17866","3850","null","null","13171","3172","null","null","4695","null","1916","null",
